id,total_bill_usd,unix timestamp
30,10,1364945000
30,10,1364945000
30,10,1364945000
30,10,1364945000
30,14,1364858000
30,10,1365117000
30,8,1365031000
30,10,1365117000
30,9,1364858000
30,13,1364685000
30,10,1365031000
30,14,1364772000
30,10,1364945000
30,9,1364685000
30,8,1364858000
30,11,1365031000
30,13,1365117000
30,9,1364772000
30,8,1364685000
30,8,1365117000
30,12,1364945000
30,6,1365031000
30,9,1364945000
30,12,1364858000
30,12,1365204000
30,10,1364772000
30,7,1364685000
30,8,1364772000
30,9,1364685000
30,8,1365117000
30,11,1364772000
30,13,1364945000
30,9,1365204000
30,14,1365117000
30,9,1364772000
30,7,1364945000
30,8,1365204000
30,8,1365031000
30,13,1364945000
30,9,1364685000
30,10,1364858000
30,10,1365117000
30,11,1365031000
30,11,1364858000
30,9,1364858000
30,10,1364685000
30,8,1365204000
30,9,1364772000
30,13,1364945000
30,12,1364945000
30,10,1364685000
30,6,1364685000
30,12,1364685000
30,11,1364685000
30,13,1365204000
30,13,1365117000
30,14,1364685000
30,8,1364772000
30,8,1364858000
30,12,1364772000
30,5,1364772000
30,5,1364945000
30,6,1364685000
30,13,1364685000
30,10,1365117000
30,9,1365204000
30,11,1365031000
30,10,1364685000
30,10,1365117000
30,9,1366241000
30,14,1366327000
30,12,1366068000
30,14,1365895000
30,5,1365895000
30,9,1366068000
30,13,1366241000
30,8,1366068000
30,4,1366327000
30,8,1366154000
30,10,1366413000
30,9,1365981000
30,12,1365895000
30,7,1366413000
30,12,1366413000
30,6,1366154000
30,14,1366154000
30,13,1366154000
30,8,1366413000
30,15,1366068000
30,10,1366413000
30,10,1366327000
30,11,1365981000
30,14,1366327000
30,7,1365981000
30,6,1365895000
30,10,1366241000
30,5,1365981000
30,11,1366327000
30,10,1366327000
30,20,1365981000
30,8,1366327000
30,7,1366241000
30,14,1365895000
30,8,1366327000
30,8,1366413000
30,11,1365981000
30,8,1366241000
30,10,1366154000
30,13,1366327000
30,7,1366327000
30,8,1366241000
30,15,1365981000
30,12,1366327000
30,10,1366068000
30,9,1365895000
30,10,1366068000
30,7,1366154000
30,6,1365981000
30,10,1366068000
30,7,1366241000
30,8,1366241000
30,12,1365895000
30,4,1365895000
30,8,1366068000
30,8,1366413000
30,14,1365895000
30,7,1366068000
30,13,1366068000
30,12,1366327000
30,9,1366068000
30,18,1366327000
30,5,1366241000
30,12,1365895000
30,14,1365981000
30,13,1366241000
30,4,1366241000
30,8,1365895000
30,7,1366154000
30,9,1366068000
30,9,1366068000
30,13,1366327000
30,12,1366413000
30,8,1366327000
30,7,1366413000
30,4,1366241000
30,8,1366154000
30,9,1366241000
30,8,1366413000
30,18,1366068000
30,4,1366154000
30,4,1366413000
30,11,1366327000
30,12,1366413000
30,11,1365895000
30,4,1366154000
30,7,1365895000
30,6,1366327000
30,7,1366154000
30,7,1366068000
30,10,1365981000
30,11,1366413000
30,7,1366327000
30,12,1366241000
30,11,1365895000
30,18,1365981000
30,11,1365895000
30,14,1366413000
30,7,1366241000
30,11,1366413000
30,4,1365981000
30,11,1365895000
30,9,1366154000
30,5,1365895000
30,8,1366673000
30,16,1366500000
30,10,1366586000
30,9,1366673000
30,11,1366845000
30,7,1367018000
30,6,1366586000
30,7,1366932000
30,6,1366500000
30,16,1366759000
30,17,1366845000
30,10,1366500000
30,8,1366586000
30,8,1366586000
30,7,1366500000
30,9,1366586000
30,4,1366932000
30,5,1366500000
30,10,1366759000
30,10,1366759000
30,15,1366932000
30,10,1366759000
30,12,1366932000
30,11,1366932000
30,11,1366932000
30,16,1366500000
30,12,1366932000
30,11,1366586000
30,9,1367018000
30,9,1366500000
30,9,1366759000
30,12,1366586000
30,6,1366586000
30,5,1366586000
30,15,1366673000
30,4,1366673000
30,10,1366500000
30,7,1367018000
30,11,1366586000
30,9,1367018000
30,12,1366586000
30,10,1366673000
30,10,1366673000
30,7,1366586000
30,10,1366500000
30,10,1366759000
30,7,1367018000
30,9,1366500000
30,13,1366845000
30,11,1367537000
30,5,1367105000
30,8,1367277000
30,9,1367105000
30,8,1367277000
30,6,1367450000
30,10,1367450000
30,7,1367537000
30,9,1367623000
30,4,1367191000
30,12,1367191000
30,12,1367191000
30,15,1367191000
30,10,1367364000
30,16,1367191000
30,5,1367364000
30,13,1367105000
30,7,1367537000
30,10,1367364000
30,5,1367105000
30,11,1367623000
30,14,1367537000
30,12,1367623000
30,6,1367191000
30,8,1367537000
30,11,1367364000
30,9,1367364000
30,12,1367277000
30,6,1367623000
30,9,1367191000
30,9,1367623000
30,9,1367537000
30,10,1367191000
30,14,1367105000
30,7,1367450000
30,13,1367277000
30,14,1367364000
30,10,1367105000
30,13,1367450000
30,9,1367364000
30,7,1367191000
30,9,1367623000
30,11,1367364000
30,7,1367364000
30,9,1367537000
30,5,1367191000
30,12,1367105000
30,12,1367537000
30,13,1367277000
30,11,1367364000
30,9,1367191000
30,11,1367623000
30,14,1367537000
30,13,1367364000
30,12,1367191000
30,9,1367623000
30,6,1367450000
30,17,1368833000
30,9,1368314000
30,6,1368833000
30,7,1368660000
30,7,1368401000
30,12,1368401000
30,7,1368487000
30,11,1368833000
30,5,1368314000
30,15,1368746000
30,9,1368573000
30,12,1368401000
30,6,1368746000
30,12,1368573000
30,4,1368746000
30,8,1368314000
30,10,1368573000
30,12,1368660000
30,5,1368573000
30,11,1368833000
30,9,1368487000
30,14,1368573000
30,11,1368314000
30,13,1368746000
30,5,1368746000
30,9,1368314000
30,11,1368487000
30,8,1368746000
30,10,1368314000
30,11,1368314000
30,5,1368660000
30,6,1368660000
30,8,1368401000
30,12,1368573000
30,9,1368401000
30,15,1368660000
30,8,1368487000
30,8,1368401000
30,15,1368833000
30,7,1368746000
30,14,1368746000
30,13,1368660000
30,4,1368660000
30,12,1368746000
30,4,1368314000
30,5,1368487000
30,9,1368660000
30,7,1368314000
30,15,1368746000
30,12,1368833000
30,9,1368833000
30,11,1368573000
30,7,1368660000
30,9,1368573000
30,8,1368573000
30,7,1368746000
30,16,1368401000
30,10,1369092000
30,18,1368919000
30,10,1368919000
30,13,1369351000
30,5,1368919000
30,6,1369265000
30,13,1369351000
30,14,1369005000
30,9,1369351000
30,6,1369265000
30,10,1369351000
30,8,1369092000
30,13,1368919000
30,9,1369178000
30,8,1369351000
30,12,1369092000
30,13,1369265000
30,7,1369437000
30,4,1369092000
30,15,1369351000
30,11,1369092000
30,8,1369265000
30,12,1369092000
30,11,1368919000
30,8,1369005000
30,7,1369351000
30,10,1369265000
30,9,1369437000
30,6,1369265000
30,11,1368919000
30,7,1369265000
30,5,1369092000
30,11,1369265000
30,6,1369437000
30,12,1369351000
30,10,1369005000
30,9,1368919000
30,8,1369092000
30,10,1369437000
30,15,1368919000
30,9,1368919000
30,7,1369437000
30,10,1369092000
30,9,1369178000
30,16,1368919000
30,14,1369437000
30,11,1369437000
30,11,1368919000
30,9,1369092000
30,10,1369178000
30,8,1369437000
30,9,1369005000
30,7,1369437000
30,7,1368919000
31,10,1362353000
31,16,1362266000
31,12,1362698000
31,11,1362525000
31,13,1362612000
31,10,1362698000
31,13,1362785000
31,8,1362612000
31,11,1362439000
31,15,1362353000
31,11,1362698000
31,12,1362353000
31,7,1362266000
31,13,1362525000
31,5,1362439000
31,14,1362785000
31,12,1362439000
31,11,1362439000
31,8,1362612000
31,10,1362525000
31,9,1362439000
31,6,1362353000
31,5,1362698000
31,9,1362785000
31,11,1362266000
31,7,1362698000
31,9,1362439000
31,7,1362439000
31,10,1362439000
31,7,1362439000
31,8,1362353000
31,11,1362785000
31,8,1362353000
31,14,1362266000
31,6,1362525000
31,8,1362439000
31,5,1362439000
31,15,1362612000
31,14,1362612000
31,10,1362525000
31,8,1362439000
31,8,1362439000
31,4,1362612000
31,5,1362439000
31,5,1362266000
31,6,1362266000
31,10,1362266000
31,6,1362525000
31,6,1362353000
31,9,1362698000
31,10,1362439000
31,8,1362698000
31,7,1362525000
31,9,1362612000
31,8,1362353000
31,4,1362612000
31,17,1362612000
31,7,1362439000
31,15,1362525000
31,16,1362525000
31,14,1362266000
31,4,1362525000
31,6,1362612000
31,10,1362698000
31,8,1362612000
31,14,1362266000
31,13,1362612000
31,10,1362525000
31,13,1362353000
31,12,1362266000
31,9,1362439000
31,14,1363389000
31,4,1363217000
31,16,1363044000
31,12,1363303000
31,13,1362871000
31,7,1362957000
31,10,1363389000
31,12,1362957000
31,10,1362957000
31,12,1362871000
31,9,1363044000
31,14,1362957000
31,8,1363044000
31,14,1362871000
31,9,1362957000
31,11,1363303000
31,7,1363389000
31,8,1363389000
31,9,1362957000
31,13,1363217000
31,7,1363389000
31,15,1363130000
31,9,1363389000
31,9,1362957000
31,8,1362871000
31,13,1363044000
31,7,1363130000
31,14,1362957000
31,9,1363217000
31,4,1363130000
31,12,1362957000
31,11,1363044000
31,12,1362957000
31,12,1362957000
31,12,1363130000
31,6,1363303000
31,12,1363303000
31,8,1362957000
31,10,1362871000
31,8,1362871000
31,8,1363130000
31,6,1363044000
31,16,1363389000
31,12,1363130000
31,8,1363303000
31,8,1363389000
31,6,1363130000
31,9,1362957000
31,12,1363130000
31,5,1363044000
31,5,1363217000
31,13,1362957000
31,8,1363389000
31,9,1363389000
31,8,1362957000
31,12,1362957000
31,13,1363389000
31,8,1362957000
31,8,1363389000
31,11,1363130000
31,7,1363303000
31,6,1363389000
31,9,1362957000
31,4,1363389000
31,12,1362957000
31,10,1363217000
31,11,1363303000
31,9,1363389000
31,17,1363044000
31,11,1363303000
31,12,1363389000
31,5,1362957000
31,12,1363217000
31,10,1363217000
31,10,1363217000
31,11,1362957000
31,8,1363217000
31,13,1362871000
31,13,1362871000
31,10,1363303000
31,9,1363044000
31,13,1363217000
31,11,1362871000
31,8,1363130000
31,11,1363303000
31,11,1363303000
31,8,1363303000
31,11,1362957000
31,11,1362957000
31,10,1363303000
31,14,1363389000
31,10,1362871000
31,9,1363217000
31,6,1363217000
31,5,1363303000
31,9,1363389000
31,13,1363130000
31,8,1363044000
31,11,1362871000
31,12,1363217000
31,9,1362871000
31,13,1362957000
31,8,1363303000
31,7,1362871000
31,10,1363044000
31,5,1362871000
31,10,1362957000
31,11,1363044000
31,11,1363303000
31,12,1362957000
31,12,1363217000
31,4,1362871000
31,11,1363303000
31,13,1363303000
31,7,1363130000
31,5,1363044000
31,8,1363044000
31,6,1363130000
31,13,1362957000
31,11,1363303000
31,7,1362957000
31,9,1363217000
31,9,1362871000
31,6,1363476000
31,9,1363908000
31,8,1363649000
31,11,1363649000
31,16,1363562000
31,8,1363649000
31,5,1363994000
31,4,1363735000
31,8,1363821000
31,8,1363821000
31,12,1363994000
31,14,1363908000
31,12,1363735000
31,15,1363908000
31,16,1363562000
31,6,1363649000
31,16,1363562000
31,9,1363994000
31,12,1363994000
31,14,1363821000
31,10,1363994000
31,13,1363908000
31,4,1363994000
31,16,1363562000
31,10,1363821000
31,11,1363821000
31,8,1363908000
31,5,1363735000
31,16,1363562000
31,7,1363908000
31,10,1363735000
31,6,1363649000
31,16,1363562000
31,14,1363735000
31,14,1363908000
31,7,1363994000
31,9,1363908000
31,16,1363562000
31,4,1363735000
31,10,1363649000
31,13,1363735000
31,13,1363735000
31,8,1363821000
31,8,1363735000
31,13,1363908000
31,8,1363649000
31,4,1363821000
31,17,1363994000
31,6,1363735000
31,9,1363908000
31,10,1363908000
31,10,1363476000
31,6,1363649000
31,8,1363821000
31,9,1363908000
31,4,1363908000
31,12,1363735000
31,6,1363735000
31,8,1363649000
31,9,1363994000
31,7,1363908000
31,10,1363735000
31,8,1363476000
31,9,1363649000
31,12,1363908000
31,11,1363908000
31,11,1363994000
31,9,1363821000
31,12,1363649000
31,10,1363821000
31,11,1363994000
31,16,1363562000
31,9,1363735000
31,4,1363908000
31,5,1363735000
31,6,1363908000
31,11,1363649000
31,16,1363562000
31,16,1363908000
31,16,1363562000
31,11,1363649000
31,11,1363908000
31,9,1363994000
31,4,1363735000
31,5,1363908000
31,7,1363476000
31,11,1363476000
31,12,1363908000
31,10,1363821000
31,16,1363649000
31,11,1363649000
31,10,1363994000
31,10,1363476000
31,10,1363476000
31,9,1363994000
31,10,1363821000
31,4,1363735000
31,16,1363562000
31,7,1363994000
31,13,1363476000
31,10,1363649000
31,4,1363735000
31,9,1363994000
31,11,1363908000
31,4,1364426000
31,9,1364426000
31,11,1364340000
31,11,1364599000
31,11,1364513000
31,12,1364599000
31,8,1364513000
31,11,1364167000
31,12,1364081000
31,9,1364426000
31,10,1364167000
31,6,1364340000
31,10,1364513000
31,12,1364599000
31,11,1364340000
31,11,1364340000
31,11,1364253000
31,12,1364426000
31,18,1364167000
31,9,1364253000
31,8,1364599000
31,7,1364599000
31,6,1364081000
31,6,1364513000
31,13,1364513000
31,10,1364426000
31,4,1364081000
31,9,1364253000
31,12,1364081000
31,11,1364513000
31,10,1364253000
31,12,1364167000
31,9,1364081000
31,10,1364081000
31,9,1364081000
31,11,1364513000
31,13,1364426000
31,10,1364081000
31,6,1364253000
31,12,1364340000
31,9,1364513000
31,10,1364167000
31,12,1364081000
31,10,1364340000
31,12,1364426000
31,4,1364167000
31,13,1364340000
31,8,1364081000
31,10,1364513000
31,12,1364081000
31,11,1364599000
31,4,1364426000
31,6,1364081000
31,4,1364167000
31,6,1364426000
31,9,1364340000
31,9,1364340000
31,9,1364772000
31,11,1364772000
31,9,1365204000
31,10,1364945000
31,10,1364858000
31,7,1364858000
31,8,1365117000
31,12,1364858000
31,13,1365117000
31,4,1365204000
31,7,1365117000
31,10,1364685000
31,5,1364945000
31,8,1364945000
31,10,1364858000
31,5,1365204000
31,10,1364858000
31,13,1364858000
31,4,1364858000
31,9,1364858000
31,14,1364858000
31,11,1365204000
31,12,1365117000
31,6,1365117000
31,8,1364772000
31,13,1364685000
31,4,1364858000
31,9,1365031000
31,4,1364858000
31,12,1365204000
31,10,1364858000
31,12,1364945000
31,9,1364772000
31,10,1364945000
31,9,1365117000
31,9,1365031000
31,11,1365204000
31,12,1365204000
31,8,1365117000
31,7,1364858000
31,4,1364945000
31,18,1364858000
31,4,1364858000
31,13,1364685000
31,14,1364945000
31,17,1364685000
31,6,1365204000
31,8,1365117000
31,6,1364858000
31,7,1364858000
31,10,1365031000
31,8,1365204000
31,14,1364772000
31,9,1365895000
31,9,1365895000
31,7,1366327000
31,8,1366154000
31,9,1366154000
31,9,1366068000
31,9,1366154000
31,6,1365895000
31,9,1366413000
31,10,1366327000
31,8,1366241000
31,4,1366241000
31,16,1366327000
31,12,1366068000
31,8,1366241000
31,7,1366413000
31,10,1366413000
31,6,1366413000
31,9,1365895000
31,7,1366327000
31,8,1365895000
31,7,1366327000
31,14,1366327000
31,10,1365981000
31,6,1366154000
31,8,1366327000
31,11,1366068000
31,9,1365981000
31,9,1366327000
31,11,1366154000
31,11,1365895000
31,12,1366154000
31,4,1366241000
31,8,1366068000
31,12,1366327000
31,12,1366068000
31,16,1365895000
31,8,1366413000
31,9,1366327000
31,6,1366327000
31,8,1366241000
31,6,1366327000
31,13,1365895000
31,11,1366068000
31,8,1366154000
31,10,1366413000
31,8,1365981000
31,8,1366327000
31,13,1366413000
31,13,1365981000
31,6,1366154000
31,13,1366327000
31,6,1365981000
31,8,1366154000
31,6,1366413000
31,6,1366154000
31,8,1366327000
31,11,1366413000
31,10,1366327000
31,7,1366154000
31,11,1365981000
31,11,1366327000
31,9,1366241000
31,15,1366413000
31,5,1366413000
31,9,1366068000
31,10,1366154000
31,12,1365895000
31,8,1366068000
31,10,1366413000
31,10,1366759000
31,4,1366845000
31,10,1366932000
31,4,1366759000
31,10,1366845000
31,17,1366500000
31,12,1366932000
31,9,1366586000
31,12,1366932000
31,9,1366500000
31,13,1367018000
31,5,1366586000
31,7,1366845000
31,5,1366759000
31,7,1366500000
31,9,1366932000
31,6,1366500000
31,10,1366932000
31,7,1366500000
31,12,1366845000
31,11,1366586000
31,9,1366500000
31,10,1366932000
31,9,1367018000
31,11,1366586000
31,10,1366932000
31,9,1366845000
31,8,1366586000
31,8,1366586000
31,11,1366673000
31,10,1366845000
31,10,1366586000
31,9,1366586000
31,11,1366845000
31,11,1366932000
31,13,1366673000
31,10,1366500000
31,10,1367018000
31,7,1366759000
31,11,1366500000
31,5,1367018000
31,12,1366500000
31,9,1366586000
31,9,1367018000
31,9,1366673000
31,10,1366673000
31,8,1366673000
31,9,1366586000
31,10,1366759000
31,10,1366586000
31,9,1367018000
31,13,1366932000
31,6,1366932000
31,4,1366845000
31,10,1366845000
31,10,1367018000
31,9,1366673000
31,13,1366759000
31,16,1366673000
31,7,1366586000
31,6,1366500000
31,13,1366500000
31,10,1366932000
31,12,1366845000
31,4,1366500000
31,11,1366845000
31,9,1366500000
31,10,1366759000
31,10,1366500000
31,13,1367018000
31,7,1366932000
31,9,1367018000
31,4,1366845000
31,13,1366500000
31,12,1366673000
31,5,1366500000
31,11,1367018000
31,9,1366673000
31,14,1367018000
31,8,1366673000
31,7,1366845000
31,9,1366845000
31,5,1366586000
31,6,1366759000
31,6,1366932000
31,10,1366759000
31,11,1367018000
31,9,1366500000
31,9,1366845000
31,7,1366845000
31,11,1366500000
31,13,1367018000
31,8,1367018000
31,12,1367796000
31,13,1368141000
31,4,1368141000
31,14,1368141000
31,10,1368055000
31,14,1367709000
31,12,1368141000
31,8,1367969000
31,8,1367796000
31,16,1368141000
31,12,1367796000
31,11,1367796000
31,12,1367796000
31,7,1367882000
31,6,1367882000
31,11,1368055000
31,6,1368141000
31,10,1368055000
31,8,1367882000
31,7,1367796000
31,4,1367709000
31,9,1368055000
31,7,1367882000
31,9,1368141000
31,10,1367969000
31,7,1367969000
31,17,1368055000
31,4,1368141000
31,8,1367709000
31,8,1368228000
31,10,1367969000
31,12,1367882000
31,11,1368055000
31,6,1368055000
31,7,1367796000
31,7,1368228000
31,12,1367796000
31,11,1368141000
31,14,1367709000
31,8,1368141000
31,10,1367882000
31,9,1367709000
31,8,1367882000
31,6,1367969000
31,14,1367969000
31,13,1367969000
31,7,1367882000
31,9,1367796000
31,12,1367709000
31,9,1367882000
31,7,1367709000
31,9,1367882000
31,11,1368228000
31,7,1368055000
31,9,1368141000
31,14,1367969000
31,6,1368055000
31,5,1367796000
31,8,1367709000
31,10,1368487000
31,4,1368573000
31,9,1368573000
31,10,1368660000
31,10,1368487000
31,9,1368401000
31,11,1368660000
31,8,1368314000
31,10,1368401000
31,9,1368746000
31,9,1368401000
31,6,1368487000
31,15,1368487000
31,12,1368573000
31,8,1368314000
31,4,1368487000
31,6,1368487000
31,9,1368660000
31,12,1368746000
31,10,1368487000
31,11,1368746000
31,11,1368401000
31,4,1368746000
31,6,1368660000
31,10,1368401000
31,11,1368401000
31,9,1368487000
31,12,1368314000
31,6,1368401000
31,10,1368660000
31,8,1368746000
31,10,1368833000
31,9,1368314000
31,9,1368573000
31,8,1368314000
31,5,1368314000
31,14,1368401000
31,11,1368573000
31,4,1368660000
31,11,1368314000
31,11,1368660000
31,6,1368833000
31,16,1368833000
31,7,1368401000
31,9,1368746000
31,14,1368487000
31,11,1368401000
31,5,1368314000
31,9,1368573000
31,7,1368746000
31,11,1368660000
31,5,1368746000
31,11,1368746000
31,4,1368314000
31,8,1368487000
31,7,1368487000
31,9,1368573000
31,4,1368660000
31,13,1368746000
31,10,1368314000
31,7,1368660000
31,12,1368746000
31,9,1368746000
31,6,1368746000
31,10,1368487000
31,13,1368833000
31,4,1368573000
31,8,1368660000
31,14,1368746000
31,7,1368314000
31,9,1368487000
31,10,1368314000
31,9,1368401000
31,9,1368833000
31,11,1368746000
31,4,1368573000
31,14,1368401000
31,6,1368487000
31,7,1368573000
31,6,1368660000
31,6,1368401000
31,12,1368833000
31,14,1368401000
31,9,1368660000
31,9,1368746000
31,8,1368660000
31,8,1368833000
31,14,1368573000
31,5,1368487000
31,8,1368314000
31,7,1368660000
31,12,1368833000
31,8,1369437000
31,7,1369005000
31,8,1369265000
31,9,1369351000
31,10,1369437000
31,7,1369178000
31,16,1369265000
31,10,1369437000
31,9,1369178000
31,9,1369437000
31,8,1369351000
31,8,1369178000
31,11,1369092000
31,9,1369005000
31,7,1369265000
31,5,1369005000
31,7,1369005000
31,14,1369351000
31,9,1369437000
31,10,1369005000
31,13,1369092000
31,12,1369351000
31,8,1369005000
31,11,1369092000
31,7,1368919000
31,11,1369265000
31,13,1369351000
31,4,1369265000
31,4,1369178000
31,5,1369178000
31,10,1369351000
31,9,1369005000
31,9,1369005000
31,14,1369092000
31,13,1369178000
31,13,1369437000
31,12,1369092000
31,9,1369005000
31,7,1369265000
31,14,1369351000
31,14,1369351000
31,11,1369092000
31,7,1368919000
31,9,1368919000
31,4,1369265000
31,6,1369265000
31,14,1368919000
